# logged on Tue Apr 28 09:38:20 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1777369100.330218000  9.98248 0 11.7042  16  nan  -0.000293826 -0.00184487 0.00222265  0.00106526 -0.00213053 0.00319579  -0.00699621 0.00233064 9.80189  0.00479004 0.0167651 9.78365  nan nan nan  nan nan nan  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1777369115.240956000  641.442 0 20.9017  -  nan  -0.0253553 0.0206593 -0.00733468  0.0367516 -0.0383495 0  -0.0907987 0.327125 10.0166  -1.26697 -2.1651 9.89143  - - -  - - -  70.9009 72.561 70.5094 67.3995 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.241383000  644.737 0 20.9017  -  nan  -0.018422 0.0140718 -0.00651587  0.0367516 -0.0383495 0  -0.126624 0.251214 10.0127  -1.26697 -2.1651 9.89143  - - -  - - -  70.9026 73.0295 69.9889 67.3387 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.242377000  644.737 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.9026 73.0295 69.9889 67.3387 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.243195000  643.793 0 20.9017  -  nan  -0.0182087 0.00786297 0.0031306  -0.0165116 -0.0415453 0.0798948  -0.0517135 0.26355 9.99067  2.33275 0.656235 9.28789  - - -  - - -  70.029 73.0931 70.242 67.8328 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.244400000  647.446 0 20.9017  -  nan  -0.0180192 0.00234726 0.0117002  -0.0165116 -0.0415453 0.0798948  0.0209149 0.275511 9.96926  2.33275 0.656235 9.28789  - - -  - - -  69.0956 72.7061 71.1397 68.3024 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.245829000  656.657 0 20.9017  -  nan  -0.0178509 -0.00255269 0.0193131  -0.0165116 -0.0415453 0.0798948  0.0913311 0.287108 9.94851  2.33275 0.656235 9.28789  - - -  - - -  68.9512 72.9067 71.0069 68.3554 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.246172000  656.657 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.248051000  658.664 0 20.9017  -  nan  -0.0177014 -0.00690564 0.0260762  -0.0165116 -0.0415453 0.0798948  0.159603 0.298351 9.92839  2.33275 0.656235 9.28789  - - -  - - -  68.8102 73.1037 70.8757 68.4082 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.248170000  658.664 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.249187000  659.184 0 20.9017  -  nan  -0.0126928 -0.0028644 0.0420736  0.0271642 0.0292948 0.169377  0.177793 0.364329 9.94353  0.756826 2.46448 10.4255  - - -  - - -  68.8578 73.4542 70.5265 68.2914 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.250206000  661.964 0 20.9017  -  nan  -0.0144273 -0.00343654 0.0481391  -0.0282295 -0.00798948 0.0964064  0.105848 0.331566 9.93341  -2.18426 -0.711321 9.61121  - - -  - - -  68.716 73.6766 70.3663 68.3516 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.251527000  662.523 0 20.9017  -  nan  -0.0159681 -0.00394481 0.0535274  -0.0282295 -0.00798948 0.0964064  0.0360932 0.299801 9.92359  -2.18426 -0.711321 9.61121  - - -  - - -  68.6364 73.9135 69.8883 68.6466 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.252199000  662.523 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.6303 74.1092 69.6826 68.6341 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.253180000  670.092 0 20.9017  -  nan  -0.0116881 0.00273892 0.0464221  0.0223706 0.0559264 -0.01012  -0.0114753 0.230485 9.95194  -1.52563 -1.97589 10.8542  - - -  - - -  67.4501 74.0749 70.6534 68.9395 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.254175000  672.425 0 20.9017  -  nan  0.00115201 0.0143253 0.0316666  0.103331 0.106526 -0.0857538  -0.0186396 0.159634 9.97308  -0.246687 -2.09564 10.6459  - - -  - - -  67.5461 74.1387 70.5578 68.8591 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.255207000  675.681 0 20.9017  -  nan  0.00744514 0.0182559 0.0227801  0.0575243 0.0495348 -0.0479369  0.0461971 0.121725 9.94185  2.11001 -1.08494 8.94779  - - -  - - -  67.8839 74.04 70.4017 68.7683 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.256180000  678.964 0 20.9017  -  nan  0.0130357 0.0217477 0.0148856  0.0575243 0.0495348 -0.0479369  0.109059 0.084971 9.91157  2.11001 -1.08494 8.94779  - - -  - - -  68.413 73.6831 70.2801 68.7272 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.263042000  678.964 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.413 73.6831 70.2801 68.7272 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.265438000  679.313 0 20.9017  -  nan  0.0184809 0.0456366 0.0404205  0.02024 0.128364 0.164051  0.244695 0.174731 9.97508  1.47294 1.1041 10.7776  - - -  - - -  68.9963 73.1125 70.3963 68.681 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.266313000  679.313 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.9963 73.1125 70.3963 68.681 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.267201000  679.313 0 20.9017  -  nan  0.0186772 0.0548719 0.054222  0.02024 0.128364 0.164051  0.282106 0.203039 9.99953  1.47294 1.1041 10.7776  - - -  - - -  69.5062 73.4749 69.0362 69.0919 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.268206000  689.154 0 20.9017  -  nan  0.0234896 0.0630763 0.0611313  0.0617853 0.128364 0.116114  0.285623 0.143456 9.95166  0.397573 -1.75315 8.42807  - - -  - - -  69.6415 73.7847 68.3865 69.2348 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.269186000  692.243 0 20.9017  -  nan  0.0277648 0.0703647 0.0672693  0.0617853 0.128364 0.116114  0.289033 0.0856866 9.90525  0.397573 -1.75315 8.42807  - - -  - - -  69.6415 73.7847 68.3865 69.2348 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.270209000  693.817 0 20.9017  -  nan  0.0315627 0.0768395 0.0727221  0.0617853 0.128364 0.116114  0.292339 0.0296773 9.86026  0.397573 -1.75315 8.42807  - - -  - - -  69.6415 73.7847 68.3865 69.2348 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.271238000  693.817 0 20.9017  -  nan  0.0331528 0.0777157 0.0809554  0.0458064 0.0846885 0.146474  0.345952 -0.0163827 9.82196  2.05253 -1.48252 8.60291  - - -  - - -  69.6415 73.7847 68.3865 69.2348 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.273177000  693.817 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.2867 74.0219 67.1116 69.545 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.274242000  707.007 0 20.9017  -  nan  0.0402798 0.0853101 0.104459  0.0857538 0.13955 0.233293  0.410032 -0.00512455 9.81434  0.795146 1.77471 10.7536  - - -  - - -  69.5216 73.6961 67.5203 70.3623 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.278168000  707.007 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.6386 74.0425 66.6666 70.6854 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.279212000  707.007 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.6386 74.0425 66.6666 70.6854 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.280213000  709.433 0 20.9017  -  nan  0.0452968 0.0890462 0.121042  0.0852212 0.118777 0.253  0.382004 0.048285 9.75162  -0.510139 1.74836 7.75507  - - -  - - -  70.0404 74.2341 66.2352 70.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.281204000  719.685 0 20.9017  -  nan  0.0523658 0.0885767 0.150656  0.0788296 0.0868191 0.261522  0.328628 0.131308 9.63386  -0.507744 1.43222 7.7886  - - -  - - -  70.0404 74.2341 66.2352 70.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.282208000  719.685 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.0404 74.2341 66.2352 70.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.283189000  719.111 0 20.9017  -  nan  0.0645693 0.096066 0.161003  0.110255 0.124103 0.199737  0.274 0.043402 9.57201  -0.58199 -1.33403 8.60291  - - -  - - -  70.0404 74.2341 66.2352 70.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.284209000  725.129 0 20.9017  -  nan  0.0696694 0.0991959 0.165327  0.110255 0.124103 0.199737  0.247927 0.00144687 9.54249  -0.58199 -1.33403 8.60291  - - -  - - -  70.0404 74.2341 66.2352 70.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.285196000  725.129 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.0938 74.4507 64.9684 72.508 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.286199000  733.095 0 20.9017  -  nan  0.0750812 0.0913095 0.188974  0.0953412 0.0617853 0.277501  0.329031 -0.0328353 9.60021  1.59987 -0.570015 10.5046  - - -  - - -  69.0938 74.4507 64.9684 72.508 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.287192000  733.095 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.3 74.5201 64.6015 72.5996 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.288203000  732.203 0 20.9017  -  nan  0.0773429 0.0880135 0.198857  0.0953412 0.0617853 0.277501  0.367739 -0.0491972 9.62775  1.59987 -0.570015 10.5046  - - -  - - -  69.0106 74.8251 64.1648 72.9552 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.289184000  734.628 0 20.9017  -  nan  0.0793522 0.0850856 0.207636  0.0953412 0.0617853 0.277501  0.405269 -0.0650608 9.65446  1.59987 -0.570015 10.5046  - - -  - - -  68.7929 75.0367 63.8598 73.2092 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.290216000  734.628 0 20.9017  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.7092 75.178 63.6379 73.3356 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.291197000  733.122 0 20.9017  -  nan  0.0841314 0.0781209 0.22852  0.0953412 0.0617853 0.277501  0.511137 -0.109811 9.7298  1.59987 -0.570015 10.5046  - - -  - - -  68.7092 75.178 63.6379 73.3356 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.292195000  743.366 0 20.9017  -  nan  0.0853828 0.0762973 0.233988  0.0953412 0.0617853 0.277501  0.544299 -0.123828 9.75339  1.59987 -0.570015 10.5046  - - -  - - -  68.932 75.2823 63.3978 73.2394 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.293184000  745.873 0 20.9017  -  nan  0.0847702 0.0706339 0.236705  0.0798948 0.0255663 0.258327  0.531368 -0.0851865 9.73389  0.119751 1.14482 9.11305  - - -  - - -  67.6439 75.304 63.5647 74.157 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.294202000  748.141 0 20.9017  -  nan  0.0842259 0.0656028 0.239119  0.0798948 0.0255663 0.258327  0.51883 -0.0477217 9.71498  0.119751 1.14482 9.11305  - - -  - - -  67.6439 75.304 63.5647 74.157 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.295201000  750.64 0 20.9017  -  nan  0.0865371 0.063928 0.229192  0.104929 0.0506001 0.150202  0.462467 -0.0534902 9.70562  -1.33163 -0.237107 9.40764  - - -  - - -  67.7524 75.3487 63.4451 74.1147 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.296199000  753.204 0 20.9017  -  nan  0.0891253 0.0661266 0.210861  0.109722 0.0836233 0.0649811  0.416137 -0.0748402 9.64081  -1.0586 -0.754431 7.57784  - - -  - - -  67.6865 75.5621 63.3229 74.0672 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.299826000  759.227 0 17.2955  -  nan  0.0934673 0.0698151 0.180108  0.109722 0.0836233 0.0649811  0.327667 -0.115609 9.51705  -1.0586 -0.754431 7.57784  - - -  - - -  68.4868 75.2752 63.3752 73.5999 - - - - 67.4582 22.6784 58.733 76.3126 42.8152 5.831 63.8325 42.0332 5.668 75.1089 25.3177 11.59 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.305807000  771.992 0 17.2955  -  nan  0.0993366 0.0720303 0.17319  0.114516 0.0798948 0.189617  0.357651 -0.126847 9.44117  0.898132 0.193997 8.02092  - - -  - - -  69.1394 74.7627 63.772 73.2012 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.306180000  769.809 0 17.2955  -  nan  0.100734 0.0730272 0.172824  0.111853 0.0809601 0.16991  0.36835 -0.103432 9.4864  0.708926 0.641865 10.9261  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.307194000  772.002 0 17.2955  -  nan  0.10257 0.0699289 0.16126  0.117179 0.0452737 0.0692422  0.337215 -0.0801478 9.5204  -0.65384 0.661025 10.6028  - - -  - - -  69.5432 74.1641 63.955 73.4921 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.309895000  772.002 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.5432 74.1641 63.955 73.4921 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.310179000  774.507 0 17.2955  -  nan  0.104201 0.0671765 0.150988  0.117179 0.0452737 0.0692422  0.307029 -0.0575724 9.55337  -0.65384 0.661025 10.6028  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.311198000  775.787 0 17.2955  -  nan  0.10565 0.0647314 0.141862  0.117179 0.0452737 0.0692422  0.277762 -0.0356846 9.58533  -0.65384 0.661025 10.6028  - - -  - - -  70.059 74.1041 63.7903 73.2379 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.312245000  777.204 0 17.2955  -  nan  0.108542 0.0635701 0.134053  0.13156 0.0543285 0.0719053  0.259015 -0.0459779 9.65309  -0.337698 -0.373623 11.8098  - - -  - - -  70.284 73.9558 63.9351 73.049 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.313192000  777.204 0 17.2955  -  nan  0.111112 0.0625384 0.127115  0.13156 0.0543285 0.0719053  0.24084 -0.0559577 9.71878  -0.337698 -0.373623 11.8098  - - -  - - -  69.8718 73.3761 64.7891 73.2786 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.314195000  779.98 0 17.2955  -  nan  0.112859 0.0581137 0.128206  0.126766 0.0229032 0.136886  0.242769 -0.0730014 9.85148  0.304167 -0.61552 14.0755  - - -  - - -  70.0788 73.2641 64.8141 73.1638 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.315198000  782.405 0 17.2955  -  nan  0.114412 0.054183 0.129175  0.126766 0.0229032 0.136886  0.244639 -0.089526 9.98014  0.304167 -0.61552 14.0755  - - -  - - -  70.2733 73.1331 64.8598 73.0549 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.317015000  786.936 0 17.2955  -  nan  0.116343 0.0433222 0.150113  0.123571 0.00266316 0.228499  0.294906 -0.103695 9.77956  1.08255 -0.325723 6.6366  - - -  - - -  70.2781 73.1077 64.8622 73.0389 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.317178000  786.936 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.318194000  798.043 0 17.2955  -  nan  0.118636 0.040567 0.163977  0.136886 0.0186421 0.274306  0.306495 -0.0895216 9.70849  0.675396 0.361648 7.44612  - - -  - - -  70.3862 73.1725 64.6922 72.9761 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.324802000  803.295 0 17.2955  -  nan  0.124091 0.0340135 0.196956  0.136886 0.0186421 0.274306  0.339188 -0.049538 9.50799  0.675396 0.361648 7.44612  - - -  - - -  70.3862 73.1725 64.6922 72.9761 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.325217000  803.729 0 17.2955  -  nan  0.12552 0.0322975 0.205591  0.136886 0.0186421 0.274306  0.349428 -0.0370137 9.44519  0.675396 0.361648 7.44612  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.326227000  803.729 0 17.2955  -  nan  0.126789 0.0307731 0.213262  0.136886 0.0186421 0.274306  0.359357 -0.0248708 9.3843  0.675396 0.361648 7.44612  - - -  - - -  68.9765 73.9635 63.6144 74.5904 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.327357000  810.729 0 17.2955  -  nan  0.1275 0.0287053 0.213179  0.133158 0.0122505 0.21252  0.34491 0.00258641 9.53485  -0.114961 0.876577 14.327  - - -  - - -  68.9076 74.1424 63.3684 74.7287 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.328198000  810.729 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.8662 74.288 63.1626 74.8328 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.329191000  808.128 0 17.2955  -  nan  0.12831 0.0257981 0.219824  0.134756 0.00266316 0.272708  0.345419 -0.0179184 9.66965  0.361648 -0.670605 13.9606  - - -  - - -  68.8882 74.3466 63.0679 74.8289 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.330340000  809.977 0 17.2955  -  nan  0.129029 0.0232154 0.225728  0.134756 0.00266316 0.272708  0.345914 -0.0377986 9.80035  0.361648 -0.670605 13.9606  - - -  - - -  68.9987 74.3986 62.9524 74.7876 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.331225000  811.474 0 17.2955  -  nan  0.129669 0.020921 0.230973  0.134756 0.00266316 0.272708  0.346393 -0.0570733 9.92707  0.361648 -0.670605 13.9606  - - -  - - -  68.9987 74.3986 62.9524 74.7876 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.333447000  808.128 0 17.2955  -  nan  0.129642 0.0181693 0.241637  0.12943 -0.00372843 0.326504  0.345618 -0.0487694 9.79992  0.320933 0.215552 5.75284  - - -  - - -  68.9987 74.3986 62.9524 74.7876 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.334205000  808.128 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.9801 74.7897 62.3011 74.8867 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.335749000  816.215 0 17.2955  -  nan  0.130272 0.0121571 0.248079  0.135289 -0.0356864 0.299339  0.331953 -0.0519527 9.91447  -0.102986 -0.153281 13.5606  - - -  - - -  68.7692 75.032 62.0237 75.0563 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.336843000  816.215 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.8741 75.0783 61.9012 75.0131 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.337179000  815.299 0 17.2955  -  nan  0.130832 0.00681609 0.253801  0.135289 -0.0356864 0.299339  0.318706 -0.0550391 10.0255  -0.102986 -0.153281 13.5606  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.338450000  816.998 0 17.2955  -  nan  0.13133 0.00207132 0.258885  0.135289 -0.0356864 0.299339  0.305861 -0.0580314 10.1332  -0.102986 -0.153281 13.5606  - - -  - - -  68.1876 74.8752 62.3284 75.4234 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.339347000  816.998 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.9697 75.0041 62.2281 75.499 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.340198000  824.596 0 17.2955  -  nan  0.132726 -0.0038672 0.258543  0.137952 -0.026099 0.257261  0.294697 -0.0771075 9.93781  0.119751 -0.376018 6.8761  - - -  - - -  67.9697 75.0041 62.2281 75.499 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.341596000  826.221 0 17.2955  -  nan  0.133309 -0.00634905 0.2584  0.137952 -0.026099 0.257261  0.289368 -0.0862121 9.84455  0.119751 -0.376018 6.8761  - - -  - - -  67.9437 75.1233 62.0445 75.4966 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.342192000  828.041 0 17.2955  -  nan  0.133292 -0.0115863 0.260591  0.133158 -0.0532632 0.278034  0.302293 -0.0841697 9.92134  0.713716 -0.0191602 12.3655  - - -  - - -  67.9589 75.1776 61.9968 75.4717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.343210000  829.651 0 17.2955  -  nan  0.133277 -0.0162389 0.262539  0.133158 -0.0532632 0.278034  0.314825 -0.0821896 9.99578  0.713716 -0.0191602 12.3655  - - -  - - -  67.9589 75.1776 61.9968 75.4717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.344219000  829.651 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.9589 75.1776 61.9968 75.4717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.345207000  829.651 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.9589 75.1776 61.9968 75.4717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.347050000  829.651 0 17.2955  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.9589 75.1776 61.9968 75.4717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.347510000  831.101 0 18.2121  -  nan  0.132848 -0.0209668 0.266469  0.12943 -0.0585895 0.297741  0.315157 -0.0636372 9.95  0.325723 0.526904 8.49274  - - -  - - -  - - - - - - - - 68.0272 29.4233 1.076 75.8265 20.5279 2.517 61.207 25.7087 2.751 75.5858 53.1769 4.195 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.348246000  832.189 0 18.2121  -  nan  0.132466 -0.0251668 0.26996  0.12943 -0.0585895 0.297741  0.315478 -0.0456499 9.90562  0.325723 0.526904 8.49274  - - -  - - -  67.338 75.2004 62.4748 75.6316 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.349204000  836.062 0 18.2121  -  nan  0.131354 -0.0260438 0.272883  0.122505 -0.0330232 0.296144  0.29996 -0.0235416 9.86338  -0.193997 0.680186 8.51908  - - -  - - -  67.2676 75.308 62.4052 75.6337 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.350198000  837.632 0 18.2121  -  nan  0.130366 -0.026823 0.275479  0.122505 -0.0330232 0.296144  0.284915 -0.00210679 9.82244  -0.193997 0.680186 8.51908  - - -  - - -  67.171 75.5524 62.2246 75.634 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
